key	en_us	zh_cn	zh_hk	zh_tw	lzh	ja_jp	ko_kr	vi_vn
item.minecraft.prismarine_crystals	Prismarine Crystals	海晶砂粒	海磷晶體	海磷晶體	海磷晶	プリズマリンクリスタル	프리즈머린 수정	Tinh thể Prismarin
item.minecraft.prismarine_shard	Prismarine Shard	海晶碎片	海磷碎片	海磷碎片	海磷殘片	プリズマリンの欠片	프리즈머린 조각	Mảnh Prismarin
item.minecraft.prize_pottery_sherd	Prize Pottery Sherd	珍宝纹样陶片	珍寶陶罐碎片	珍寶陶器碎片	寳陶片	宝物の壺の欠片	보물 도자기 조각	Mảnh gốm phần thưởng
item.minecraft.pufferfish	Pufferfish	河豚	雞泡魚	河豚	河豚	フグ	복어	Cá nóc
item.minecraft.pufferfish_bucket	Bucket of Pufferfish	河豚桶	雞泡魚桶	河豚桶	河豚桶	フグ入りバケツ	복어가 담긴 양동이	Xô cá nóc
item.minecraft.pufferfish_spawn_egg	Pufferfish Spawn Egg	河豚刷怪蛋	雞泡魚 生成蛋	河豚 生怪蛋	孳河豚之卵	フグのスポーンエッグ	복어 생성 알	Trứng sinh ra Cá nóc
item.minecraft.pumpkin_pie	Pumpkin Pie	南瓜派	南瓜批	南瓜派	南瓜餠	パンプキンパイ	호박 파이	Bánh bí ngô
item.minecraft.pumpkin_seeds	Pumpkin Seeds	南瓜种子	南瓜種子	南瓜種子	南瓜種	カボチャの種	호박씨	Hạt bí ngô
item.minecraft.purple_bundle	Purple Bundle	紫色收纳袋	紫色收納袋	紫色束口袋	紫皮囊	紫色のバンドル	보라색 꾸러미	Túi bọc tím
item.minecraft.purple_dye	Purple Dye	紫色染料	紫色染料	紫色染料	紫染	紫色の染料	보라색 염료	Bột nhuộm tím
item.minecraft.quartz	Nether Quartz	下界石英	地獄石英	地獄石英	石英	ネザークォーツ	네더 석영	Thạch anh Nether
item.minecraft.rabbit	Raw Rabbit	生兔肉	生兔肉	生兔肉	生兔肉	生の兎肉	익히지 않은 토끼고기	Thịt thỏ sống
item.minecraft.rabbit_foot	Rabbit's Foot	兔子脚	兔腳	兔子腳	兔足	ウサギの足	토끼발	Chân thỏ
item.minecraft.rabbit_hide	Rabbit Hide	兔子皮	兔皮	兔子皮	兔皮	ウサギの皮	토끼 가죽	Da thỏ
item.minecraft.rabbit_spawn_egg	Rabbit Spawn Egg	兔子刷怪蛋	兔 生成蛋	兔子 生怪蛋	孳兔之卵	ウサギのスポーンエッグ	토끼 생성 알	Trứng sinh ra Con thỏ
item.minecraft.rabbit_stew	Rabbit Stew	兔肉煲	兔肉湯	兔肉湯	兔肉羹	ウサギシチュー	토끼 스튜	Súp thỏ hầm
item.minecraft.raiser_armor_trim_smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.ravager_spawn_egg	Ravager Spawn Egg	劫掠兽刷怪蛋	劫毀獸 生成蛋	劫毀獸 生怪蛋	孳劫獸之卵	ラヴェジャーのスポーンエッグ	파괴수 생성 알	Trứng sinh ra Quái thú cướp bóc
item.minecraft.raw_copper	Raw Copper	粗铜	粗銅	銅原礦	銅璞	銅の原石	구리 원석	Đồng thô
item.minecraft.raw_gold	Raw Gold	粗金	粗金	金原礦	馬蹄金	金の原石	금 원석	Vàng thô
item.minecraft.raw_iron	Raw Iron	粗铁	粗鐵	鐵原礦	砂鐵	鉄の原石	철 원석	Sắt thô
item.minecraft.recovery_compass	Recovery Compass	追溯指针	追溯指南針	回生羅盤	溯魂司南	リカバリーコンパス	만회 나침반	La bàn hồi phục
item.minecraft.red_bundle	Red Bundle	红色收纳袋	紅色收納袋	紅色束口袋	紅皮囊	赤色のバンドル	빨간색 꾸러미	Túi bọc đỏ
item.minecraft.red_dye	Red Dye	红色染料	紅色染料	紅色染料	紅染	赤色の染料	빨간색 염료	Bột nhuộm đỏ
item.minecraft.redstone	Redstone Dust	红石粉	紅石粉	紅石粉	紅石末	レッドストーンダスト	레드스톤 가루	Bột Redstone
item.minecraft.resin_brick	Resin Brick	树脂砖	樹脂磚頭	樹脂磚頭	樹香磚	樹脂レンガ	수지 벽돌	Viên gạch nhựa cây
item.minecraft.resin_clump	Resin Clump	树脂团	樹脂團	樹脂團	樹香	樹脂の塊	수지 덩어리	Cục nhựa cây
item.minecraft.rib_armor_trim_smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.rotten_flesh	Rotten Flesh	腐肉	腐肉	腐肉	胔	腐った肉	썩은 살점	Thịt thối rữa
item.minecraft.saddle	Saddle	鞍	鞍	鞍	鞍韉	鞍	안장	Yên cưỡi
item.minecraft.salmon	Raw Salmon	生鲑鱼	生三文魚	生鮭魚	生鮭	生鮭	익히지 않은 연어	Cá hồi sống
item.minecraft.salmon_bucket	Bucket of Salmon	鲑鱼桶	三文魚桶	鮭魚桶	鮭桶	サケ入りバケツ	연어가 담긴 양동이	Xô cá hồi
item.minecraft.salmon_spawn_egg	Salmon Spawn Egg	鲑鱼刷怪蛋	三文魚 生成蛋	鮭魚 生怪蛋	孳鮭之卵	サケのスポーンエッグ	연어 생성 알	Trứng sinh ra Cá hồi
item.minecraft.scrape_pottery_sherd	Scrape Pottery Sherd	刮削纹样陶片	刮削陶罐碎片	刮削陶器碎片	削陶片	斧の壺の欠片	긁개 도자기 조각	Mảnh gốm cạo vét
item.minecraft.scute	Scute	鳞甲	鱗甲	鱗甲	鱗	カメのウロコ	인갑	Vảy
item.minecraft.sentry_armor_trim_smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.shaper_armor_trim_smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.sheaf_pottery_sherd	Sheaf Pottery Sherd	麦捆纹样陶片	麥捆陶罐碎片	麥捆陶器碎片	秉陶片	麦束の壺の欠片	다발 도자기 조각	Mảnh gốm bó hoa
item.minecraft.shears	Shears	剪刀	剪刀	剪刀	鉸	ハサミ	가위	Kéo tỉa
item.minecraft.sheep_spawn_egg	Sheep Spawn Egg	绵羊刷怪蛋	綿羊 生成蛋	綿羊 生怪蛋	孳綿羊之卵	ヒツジのスポーンエッグ	양 생성 알	Trứng sinh ra Con cừu
item.minecraft.shelter_pottery_sherd	Shelter Pottery Sherd	树荫纹样陶片	樹蔭陶罐碎片	樹蔭陶器碎片	蔭陶片	木陰の壺の欠片	피신처 도자기 조각	Mảnh gốm chỗ ẩn náu
item.minecraft.shield	Shield	盾牌	盾牌	盾牌	盾	盾	방패	Khiên
item.minecraft.shulker_shell	Shulker Shell	潜影壳	界伏殼	界伏殼	匿贆殼	シュルカーの殻	셜커 껍데기	Vỏ Shulker
item.minecraft.shulker_spawn_egg	Shulker Spawn Egg	潜影贝刷怪蛋	界伏蚌 生成蛋	界伏蚌 生怪蛋	孳匿贆之卵	シュルカーのスポーンエッグ	셜커 생성 알	Trứng sinh ra Shulker
item.minecraft.sign	Sign	告示牌	指示牌	告示牌	牌	看板	표지판	Tấm biển
item.minecraft.silence_armor_trim_smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.silverfish_spawn_egg	Silverfish Spawn Egg	蠹虫刷怪蛋	蠹魚 生成蛋	蠹魚 生怪蛋	孳蟫之卵	シルバーフィッシュのスポーンエッグ	좀벌레 생성 알	Trứng sinh ra Con nhậy bạc
item.minecraft.skeleton_horse_spawn_egg	Skeleton Horse Spawn Egg	骷髅马刷怪蛋	骷髏骨馬 生成蛋	骷髏馬 生怪蛋	孳骷髏馬之卵	スケルトンホースのスポーンエッグ	스켈레톤 말 생성 알	Trứng sinh ra Ngựa xương
item.minecraft.skeleton_spawn_egg	Skeleton Spawn Egg	骷髅刷怪蛋	骷髏骨 生成蛋	骷髏 生怪蛋	孳骷髏之卵	スケルトンのスポーンエッグ	스켈레톤 생성 알	Trứng sinh ra Bộ xương
item.minecraft.skull_banner_pattern	Banner Pattern	旗帜图案	橫額圖案	旗幟圖案	旗楷	旗の模様	현수막 무늬	Hoa văn cờ hiệu
item.minecraft.skull_pottery_sherd	Skull Pottery Sherd	头颅纹样陶片	頭顱陶罐碎片	頭顱陶器碎片	顱陶片	頭蓋骨の壺の欠片	해골 도자기 조각	Mảnh gốm đầu lâu
item.minecraft.slime_ball	Slimeball	黏液球	史萊姆球	史萊姆球	黏膠球	スライムボール	슬라임볼	Bóng nhờn
item.minecraft.slime_spawn_egg	Slime Spawn Egg	史莱姆刷怪蛋	史萊姆 生成蛋	史萊姆 生怪蛋	孳黏膠魔之卵	スライムのスポーンエッグ	슬라임 생성 알	Trứng sinh ra Quái vật chất nhờn
item.minecraft.smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.sniffer_spawn_egg	Sniffer Spawn Egg	嗅探兽刷怪蛋	嗅探獸 生成蛋	嗅探獸 生怪蛋	孳嗅獸之卵	スニッファーのスポーンエッグ	스니퍼 생성 알	Trứng sinh ra Kẻ đánh hơi
item.minecraft.snort_pottery_sherd	Snort Pottery Sherd	嗅探纹样陶片	嗅探陶罐碎片	嗅探陶器碎片	嗅陶片	鼻を鳴らす動物の壺の欠片	콧바람 도자기 조각	Mảnh gốm ống hơi
item.minecraft.snout_armor_trim_smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.snow_golem_spawn_egg	Snow Golem Spawn Egg	雪傀儡刷怪蛋	雪人 生成蛋	雪人 生怪蛋	孳雪傀儡之卵	スノウゴーレムのスポーンエッグ	눈 골렘 생성 알	Trứng sinh ra Người tuyết
item.minecraft.snowball	Snowball	雪球	雪球	雪球	雪團	雪玉	눈덩이	Bóng tuyết
item.minecraft.spectral_arrow	Spectral Arrow	光灵箭	追跡之箭	追跡之箭	爍靈矢	光の矢	분광 화살	Mũi tên ma quỷ
item.minecraft.spider_eye	Spider Eye	蜘蛛眼	蜘蛛眼	蜘蛛眼	蛛目	クモの目	거미 눈	Mắt nhện
item.minecraft.spider_spawn_egg	Spider Spawn Egg	蜘蛛刷怪蛋	蜘蛛 生成蛋	蜘蛛 生怪蛋	孳蛛之卵	クモのスポーンエッグ	거미 생성 알	Trứng sinh ra Nhện
item.minecraft.spire_armor_trim_smithing_template	Smithing Template	锻造模板	鍛造模板	鍛造模板	鍛模	鍛冶型	대장장이 형판	Mẫu rèn
item.minecraft.splash_potion	Splash Potion	喷溅药水	飛濺藥水	飛濺藥水	噴劑	スプラッシュポーション	투척용 물약	Thuốc có thể ném được
item.minecraft.splash_potion.effect.awkward	Awkward Splash Potion	喷溅型粗制的药水	飛濺型粗製藥水	飛濺 基礎藥水	粗噴劑	奇妙なスプラッシュポーション	투척용 어색한 물약	Thuốc kì quặc có thể ném được
item.minecraft.splash_potion.effect.empty	Splash Uncraftable Potion	不可合成的喷溅型药水	飛濺型不可合成的藥水	飛濺 不可合成的藥水	空噴劑	クラフト不可能なスプラッシュポーション	투척용 제작 불가능 물약	Thuốc không thể tạo ra có thể ném được
item.minecraft.splash_potion.effect.fire_resistance	Splash Potion of Fire Resistance	喷溅型抗火药水	飛濺型抗火藥水	飛濺 抗火藥水	抗火之噴劑	耐火のスプラッシュポーション	투척용 화염 저항의 물약	Thuốc kháng lửa có thể ném được
item.minecraft.splash_potion.effect.harming	Splash Potion of Harming	喷溅型伤害药水	飛濺型傷害藥水	飛濺 傷害藥水	瞬傷噴劑	負傷のスプラッシュポーション	투척용 고통의 물약	Thuốc sát thương có thể ném được
item.minecraft.splash_potion.effect.healing	Splash Potion of Healing	喷溅型治疗药水	飛濺型治療藥水	飛濺 治療藥水	瞬療噴劑	治癒のスプラッシュポーション	투척용 치유의 물약	Thuốc hồi máu có thể ném được
item.minecraft.splash_potion.effect.infested	Splash Potion of Infestation	喷溅型虫蚀药水	飛濺型蛀蝕藥水	飛濺 蛀蝕藥水	蟫蝕噴劑	虫食いのスプラッシュポーション	투척용 벌레 먹음의 물약	Thuốc nhiễm khuẩn có thể ném được
item.minecraft.splash_potion.effect.invisibility	Splash Potion of Invisibility	喷溅型隐身药水	飛濺型隱形藥水	飛濺 隱形藥水	隱噴劑	透明化のスプラッシュポーション	투척용 투명화 물약	Thuốc tàng hình có thể ném được
item.minecraft.splash_potion.effect.leaping	Splash Potion of Leaping	喷溅型跳跃药水	飛濺型跳躍藥水	飛濺 跳躍藥水	捷噴劑	跳躍のスプラッシュポーション	투척용 도약의 물약	Thuốc nhảy cao có thể ném được
item.minecraft.splash_potion.effect.levitation	Splash Potion of Levitation	喷溅型飘浮药水	飛濺型飄浮藥水	飛濺 懸浮藥水	浮噴劑	浮遊のスプラッシュポーション	투척용 공중 부양의 물약	Thuốc bay lên có thể ném được
item.minecraft.splash_potion.effect.luck	Splash Potion of Luck	喷溅型幸运药水	飛濺型幸運藥水	飛濺 幸運藥水	幸噴劑	幸運のスプラッシュポーション	투척용 행운의 물약	Thuốc may mắn có thể ném được
item.minecraft.splash_potion.effect.mundane	Mundane Splash Potion	喷溅型平凡的药水	飛濺型平凡藥水	飛濺 平凡藥水	凡噴劑	ありふれたスプラッシュポーション	투척용 평범한 물약	Thuốc trần tục có thể ném được
item.minecraft.splash_potion.effect.night_vision	Splash Potion of Night Vision	喷溅型夜视药水	飛濺型夜視藥水	飛濺 夜視藥水	夜視噴劑	暗視のスプラッシュポーション	투척용 야간 투시의 물약	Thuốc nhìn trong bóng tối có thể ném được
item.minecraft.splash_potion.effect.oozing	Splash Potion of Oozing	喷溅型渗浆药水	飛濺型滲漿藥水	飛濺 滲漿藥水	滲膠噴劑	滲出のスプラッシュポーション	투척용 점액화 물약	Thuốc rò rỉ có thể ném được
item.minecraft.splash_potion.effect.poison	Splash Potion of Poison	喷溅型剧毒药水	飛濺型劇毒藥水	飛濺 劇毒藥水	毒噴劑	毒のスプラッシュポーション	투척용 독 물약	Thuốc độc có thể ném được
item.minecraft.splash_potion.effect.regeneration	Splash Potion of Regeneration	喷溅型再生药水	飛濺型回復藥水	飛濺 回復藥水	甦噴劑	再生のスプラッシュポーション	투척용 재생의 물약	Thuốc hồi phục có thể ném được
item.minecraft.splash_potion.effect.slow_falling	Splash Potion of Slow Falling	喷溅型缓降药水	飛濺型緩降藥水	飛濺 緩降藥水	輕噴劑	低速落下のスプラッシュポーション	투척용 느린 낙하의 물약	Thuốc rơi chậm có thể ném được
item.minecraft.splash_potion.effect.slowness	Splash Potion of Slowness	喷溅型迟缓药水	飛濺型緩速藥水	飛濺 緩速藥水	緩噴劑	鈍化のスプラッシュポーション	투척용 감속의 물약	Thuốc chậm rãi có thể ném được
item.minecraft.splash_potion.effect.strength	Splash Potion of Strength	喷溅型力量药水	飛濺型力量藥水	飛濺 力量藥水	力噴劑	力のスプラッシュポーション	투척용 힘의 물약	Thuốc sức mạnh có thể ném được
item.minecraft.splash_potion.effect.swiftness	Splash Potion of Swiftness	喷溅型迅捷药水	飛濺型迅捷藥水	飛濺 迅捷藥水	速噴劑	俊敏のスプラッシュポーション	투척용 신속의 물약	Thuốc nhanh nhẹn có thể ném được
item.minecraft.splash_potion.effect.thick	Thick Splash Potion	喷溅型浓稠的药水	飛濺型黏稠藥水	飛濺 黏稠藥水	濁噴劑	濃厚なスプラッシュポーション	투척용 진한 물약	Thuốc đặc có thể ném được
item.minecraft.splash_potion.effect.turtle_master	Splash Potion of the Turtle Master	喷溅型神龟药水	飛濺型神龜藥水	飛濺 龜仙藥水	龜仙噴劑	タートルマスターのスプラッシュポーション	투척용 거북 도사의 물약	Thuốc của Rùa cụ có thể ném được
item.minecraft.splash_potion.effect.water	Splash Water Bottle	喷溅型水瓶	飛濺型水樽	飛濺 水瓶	水噴劑	水入りスプラッシュ瓶	투척용 물병	Chai nước có thể ném được
item.minecraft.splash_potion.effect.water_breathing	Splash Potion of Water Breathing	喷溅型水肺药水	飛濺型水中呼吸藥水	飛濺 水下呼吸藥水	水肺噴劑	水中呼吸のスプラッシュポーション	투척용 수중 호흡의 물약	Thuốc thở dưới nước có thể ném được
item.minecraft.splash_potion.effect.weakness	Splash Potion of Weakness	喷溅型虚弱药水	飛濺型虛弱藥水	飛濺 虛弱藥水	虛噴劑	弱化のスプラッシュポーション	투척용 나약함의 물약	Thuốc yếu đuối có thể ném được
item.minecraft.splash_potion.effect.weaving	Splash Potion of Weaving	喷溅型盘丝药水	飛濺型織網藥水	飛濺 結網藥水	綴絲噴劑	巣張りのスプラッシュポーション	투척용 방적의 물약	Thuốc thêu dệt có thể ném được
item.minecraft.splash_potion.effect.wind_charged	Splash Potion of Wind Charging	喷溅型蓄风药水	飛濺型蓄風藥水	飛濺 蘊風藥水	厲風噴劑	蓄風のスプラッシュポーション	투척용 돌풍의 물약	Thuốc nạp gió có thể ném được
item.minecraft.spruce_boat	Spruce Boat	云杉木船	杉木船	杉木船	樅舟	トウヒのボート	가문비나무 보트	Thuyền gỗ vân sam
item.minecraft.spruce_chest_boat	Spruce Boat with Chest	云杉木运输船	儲物箱杉木船	儲物箱杉木船	樅艚	チェスト付きのトウヒのボート	상자가 실린 가문비나무 보트	Thuyền gỗ vân sam có rương
item.minecraft.spyglass	Spyglass	望远镜	望遠鏡	望遠鏡	望遠鏡	望遠鏡	망원경	Ống nhòm
